Format,OpenTRACK,,,,,,
Name,Portaria,,,,,,
Country,Greece,,,,,,
City,Volos,,,,,,
Type,Hillclimb,,,,,,
Config,Open,,,,,,
Direction,Forward,,,,,,
Mirror,On,,,,,,
Export Frequency,20,Hz,,,,,
,,,,,,,
Distance,Speed,Yaw Velocity,Lateral Acceleration,Elevation,Banking,Grip Factor,Sector
km,km/h,deg/s,G,m,deg,,
,,,,,,,
1.131,96.520996,-22.891361,-1.063404,437,0,1,1
1.133,96.671997,-22.028257,-1.031111,437,0,1,1
1.136,97.089005,-20.910303,-0.988035,437.269989,0,1,1
1.139,97.900002,-19.635588,-0.940497,438,0,1,1
1.142,98.962997,-18.391121,-0.895782,438,0,1,1
1.145,100.060005,-17.285084,-0.858066,438.359985,0,1,1
1.148,101.129005,-16.406626,-0.829877,439,0,1,1
1.15,102.304001,-15.75185,-0.811694,439,0,1,1
1.153,103.660004,-15.183934,-0.79701,439,0,1,1
1.156,105.111,-14.473237,-0.773952,439.470001,0,1,1
1.159,106.400002,-13.475143,-0.733558,440,0,1,1
1.163,107.636002,-12.03977,-0.668169,440,0,1,1
1.166,108.536003,-10.081401,-0.569409,440,0,1,1
1.169,109.331001,-7.669707,-0.439211,440,0,1,1
1.172,109.762001,-4.968784,-0.288592,440.619995,0,1,1
1.175,109.215004,-2.123705,-0.12756,441,0,1,1
1.178,107.744003,0.693873,0.031994,441,0,1,1
1.181,106.064003,3.2841,0.174607,441,0,1,1
1.184,103.775002,5.511073,0.292423,441.730011,0,1,1
1.187,101.276001,7.450191,0.389175,442,0,1,1
1.19,98.883003,9.133999,0.466323,442,0,1,1
1.193,96.268005,10.631252,0.527691,442,0,1,1
1.195,93.845001,11.938972,0.575279,442,0,1,1
1.198,91.652,13.153184,0.614965,442.880005,0,1,1
1.2,89.398003,14.357081,0.651956,443,0,1,1
1.203,86.944,15.582523,0.686919,443,0,1,1
1.205,84.278008,16.83226,0.721711,443,0,1,1
1.208,82.220001,18.093912,0.754902,443,0,1,1
1.21,80.162003,19.320499,0.78703,444,0,1,1
1.212,78.210007,20.471458,0.816347,444,0,1,1
1.214,76.372002,21.497282,0.840986,444,0,1,1
1.217,74.735001,22.337927,0.86087,444,0,1,1
1.219,73.260002,22.862755,0.870124,444,0,1,1
1.221,72.195999,23.08346,0.870028,444,0,1,1
1.223,70.880005,23.08873,0.861915,444.200012,0,1,1
1.225,69.232002,23.012642,0.849366,445,0,1,1
1.227,67.550003,22.987888,0.836167,445,0,1,1
1.229,65.696007,23.324329,0.832038,445,0,1,1
1.23,63.842003,24.247938,0.843478,445.309998,0,1,1
1.232,61.954002,25.843052,0.87405,446,0,1,1
1.234,59.886002,28.134195,0.924214,446,0,1,1
1.235,57.900002,31.050552,0.993459,446,0,1,1
1.237,56.527,34.294411,1.076285,446,0,1,1
1.239,55.532001,37.109238,1.152675,446,0,1,1
1.24,54.757004,39.00481,1.206981,446,0,1,1
1.242,54.145,40.465855,1.25086,446,0,1,1
1.243,53.738003,41.818035,1.295498,446,0,1,1
1.245,53.429001,43.069145,1.340137,446,0,1,1
1.246,52.580002,45.36533,1.431044,446,0,1,1
1.248,51.155003,49.406742,1.587635,446,0,1,1
1.249,49.016003,54.91264,1.754779,446,0,1,1
1.251,47.372002,59.350998,1.853379,446,0,1,1
1.252,46.279999,63.11602,1.904473,446.720001,0,1,1
1.253,45.474998,65.902428,1.925511,447,0,1,1
1.255,45.069,67.404495,1.92314,447,0,1,1
1.256,44.760002,68.558655,1.9149,447,0,1,1
1.257,44.451,68.683563,1.885207,447,0,1,1
1.258,44.228001,68.545822,1.850964,447,0,1,1
1.26,44.689499,66.976379,1.737985,447,0,1,1
1.261,45.256001,61.935268,1.572148,447,0,1,1
1.262,46.535004,57.942898,1.494713,447,0,1,1
1.264,48.070004,54.093998,1.429502,447,0,1,1
1.265,49.917,50.22057,1.370837,447,0,1,1
1.267,51.668003,46.092297,1.300266,447,0,1,1
1.268,53.402,42.110012,1.22241,447,0,1,1
1.27,55.198002,38.729332,1.145919,447,0,1,1
1.271,57.440002,35.471035,1.064609,447,0,1,1
1.273,59.424999,31.801126,0.977175,447,0,1,1
1.275,60.897999,29.046116,0.911461,447,0,1,1
1.276,62.051998,26.987593,0.860781,447,0,1,1
1.278,63.312,24.970781,0.810037,447,0,1,1
1.28,64.624001,23.146942,0.760632,447,0,1,1
1.282,66.400002,20.535629,0.688372,447,0,1,1
1.284,69.428001,16.07206,0.558626,447,0,1,1
1.286,71.855003,12.470676,0.446476,447,0,1,1
1.288,73.156006,10.741261,0.389366,447,0,1,1
1.29,74.310005,9.069828,0.332517,447,0,1,1
1.292,75.823997,6.694803,0.248301,447,0,1,1
1.295,78.222,2.68364,0.099301,447,0,1,1
1.297,80.699997,-2.107662,-0.086357,447,0,1,1
1.299,82.436005,-5.62356,-0.226415,447,0,1,1
1.302,83.615997,-7.823489,-0.316418,447.559998,0,1,1
1.304,84.737999,-9.781171,-0.398441,448,0,1,1
1.307,85.931999,-11.478271,-0.472039,448,0,1,1
1.309,87.296005,-12.825181,-0.533872,448,0,1,1
1.312,88.738007,-13.721974,-0.579881,448,0,1,1
1.314,90.250008,-14.148943,-0.608324,448.700012,0,1,1
1.317,91.868004,-14.147798,-0.620134,449,0,1,1
1.319,93.592003,-13.751081,-0.61573,449,0,1,1
1.322,95.422005,-13.038093,-0.59612,449,0,1,1
1.325,97.276001,-11.977203,-0.560079,449.820007,0,1,1
1.328,99.195999,-10.68186,-0.509832,450,0,1,1
1.331,101.153,-9.176815,-0.445571,450,0,1,1
1.334,102.839996,-7.436169,-0.366652,450,0,1,1
1.337,104.487999,-5.431275,-0.270499,450,0,1,1
1.34,106.040001,-3.093149,-0.152498,450,0,1,1
1.343,107.486,-0.437605,-0.012836,450.98999,0,1,1
1.346,108.928001,2.465458,0.142161,451,0,1,1
1.349,110.375,5.461111,0.308401,451,0,1,1
1.352,111.888,8.391675,0.477151,451,0,1,1
1.355,113.040001,11.013071,0.63522,451.100006,0,1,1
1.359,114.443001,13.193061,0.774354,452,0,1,1
1.362,115.543999,14.851889,0.885751,452,0,1,1
1.365,116.490005,15.918965,0.964671,452.190002,0,1,1
1.369,117.366005,16.339287,1.005823,453,0,1,1
1.372,117.625,16.135313,1.005855,453,0,1,1
1.375,117.588005,15.611859,0.981222,453,0,1,1
1.379,117.052002,14.958,0.943142,453.309998,0,1,1
1.382,116.057999,14.367396,0.901557,454,0,1,1
1.385,114.645004,13.99039,0.866415,454,0,1,1
1.389,112.764008,13.916134,0.843089,454,0,1,1
1.392,110.334,14.044705,0.827627,454,0,1,1
1.395,108.010002,14.257158,0.813638,454.450012,0,1,1
1.398,105.600006,14.359603,0.794257,455,0,1,1
1.401,103.229004,14.125607,0.759893,455,0,1,1
1.404,101.066002,13.441954,0.705274,455,0,1,1
1.407,98.846001,12.322853,0.633244,455,0,1,1
1.409,96.639999,10.845768,0.546823,455,0,1,1
1.412,94.477005,9.081746,0.448898,455,0,1,1
1.415,92.075005,7.071122,0.343167,455,0,1,1
1.417,89.431999,4.837503,0.23094,455,0,1,1
1.42,86.753998,2.417559,0.115566,455,0,1,1
1.422,83.853996,-0.196733,-0.002983,455,0,1,1
1.424,80.790001,-3.058313,-0.123927,455,0,1,1
1.427,77.699997,-6.26046,-0.246899,455.799988,0,1,1
1.429,74.444,-9.769941,-0.370839,456,0,1,1
1.431,71.32,-13.531523,-0.493262,456,0,1,1
1.433,68.230003,-17.556438,-0.612524,456,0,1,1
1.435,65.261002,-21.723217,-0.727287,456,0,1,1
1.436,62.461998,-26.142553,-0.837429,456,0,1,1
1.438,59.778,-30.69161,-0.942728,456,0,1,1
1.44,57.299999,-35.270458,-1.042022,456,0,1,1
1.441,54.943001,-39.701485,-1.133637,456,0,1,1
1.443,52.992001,-43.856571,-1.214775,456,0,1,1
1.444,51.182999,-47.167126,-1.279355,456,0,1,1
1.446,49.880001,-49.427555,-1.323668,456,0,1,1
1.447,48.865002,-50.587914,-1.347523,456,0,1,1
1.448,48.015003,-50.61908,-1.350123,456,0,1,1
1.45,47.52,-49.603573,-1.333279,456,0,1,1
1.451,47.177002,-48.051086,-1.304325,456,0,1,1
1.453,47.048,-46.86071,-1.280394,456,0,1,1
1.454,46.784,-46.45895,-1.270655,456,0,1,1
1.455,46.372002,-47.063309,-1.281732,456,0,1,1
1.456,45.995003,-48.737259,-1.31623,456,0,1,1
1.458,45.686001,-50.986004,-1.365221,456,0,1,1
1.459,45.602501,-52.904266,-1.407788,456,0,1,1
1.46,45.860001,-53.84346,-1.431172,456.440002,0,1,1
1.462,46.368,-53.3498,-1.427144,457,0,1,1
1.463,47.094002,-51.227104,-1.389274,457,0,1,1
1.464,47.920002,-48.121216,-1.32586,457,0,1,1
1.466,48.84,-45.054287,-1.257023,457,0,1,1
1.467,49.490002,-42.666195,-1.195324,457,0,1,1
1.469,49.882999,-41.330746,-1.14871,457,0,1,1
1.47,50.448002,-40.926697,-1.121152,457,0,1,1
1.472,50.901001,-41.06971,-1.110624,457,0,1,1
1.473,51.420002,-41.320892,-1.111172,457,0,1,1
1.475,52.176003,-41.472153,-1.118093,457,0,1,1
1.476,53,-41.572994,-1.126149,457,0,1,1
1.478,54.057999,-41.363522,-1.132535,457,0,1,1
1.479,55.271999,-41.056644,-1.138443,457,0,1,1
1.481,56.759998,-40.07597,-1.135785,457,0,1,1
1.482,58.479,-38.264965,-1.117883,457,0,1,1
1.484,60.5,-35.896126,-1.082046,457,0,1,1
1.486,62.839001,-33.123703,-1.017893,457,0,1,1
1.488,65.400002,-28.686485,-0.913003,457,0,1,1
1.49,68.047997,-23.32131,-0.77891,457,0,1,1
1.492,70.726006,-17.853458,-0.630172,458,0,1,1
1.494,73.388,-13.256962,-0.485232,458,0,1,1
1.496,75.633003,-9.473378,-0.361413,458,0,1,1
1.498,77.590004,-6.636321,-0.261047,458,0,1,1
1.501,79.521004,-4.497813,-0.182217,458,0,1,1
1.503,81.223999,-2.985892,-0.123921,458,0,1,1
1.505,82.704002,-1.944254,-0.083623,458,0,1,1
1.508,84.330002,-1.357316,-0.059092,458,0,1,1
1.51,85.860001,-1.003916,-0.04502,458,0,1,1
1.513,87.431999,-0.828591,-0.037723,458,0,1,1
1.515,89.080002,-0.799026,-0.037092,458,0,1,1
1.518,90.728004,-0.907659,-0.041611,458.329987,0,1,1
1.52,92.375999,-1.104757,-0.051062,459,0,1,1
1.523,94.024002,-1.344024,-0.063216,459,0,1,1
1.526,95.671997,-1.63692,-0.077804,459,0,1,1
1.529,97.32,-1.964422,-0.094993,459,0,1,1
1.531,98.872002,-2.351513,-0.115559,459.480011,0,1,1
1.534,100.300003,-2.795211,-0.139255,460,0,1,1
1.537,101.689003,-3.279475,-0.165532,460,0,1,1
1.54,102.972,-3.800867,-0.193516,460,0,1,1
1.543,104.149002,-4.357323,-0.223152,460,0,1,1
1.546,105.282005,-4.909655,-0.252558,460.619995,0,1,1
1.549,106.350006,-5.378105,-0.278542,461,0,1,1
1.552,107.448006,-5.740673,-0.299796,461,0,1,1
1.555,108.581001,-5.989795,-0.314965,461,0,1,1
1.558,109.713997,-6.10049,-0.324321,461.73999,0,1,1
1.562,110.847,-6.100719,-0.328272,462,0,1,1
1.565,111.969002,-6.059237,-0.329865,462,0,1,1
1.568,113.184006,-6.012025,-0.331178,462,0,1,1
1.571,114.334999,-5.984294,-0.333033,462,0,1,1
1.575,115.468002,-5.960689,-0.335563,462.880005,0,1,1
1.578,116.874001,-5.937083,-0.337609,463,0,1,1
1.581,118.410004,-5.827304,-0.335984,463,0,1,1
1.585,119.858002,-5.642582,-0.330305,463,0,1,1
1.588,121.400002,-5.362062,-0.319298,464,0,1,1
1.592,123.136002,-5.030892,-0.303467,464,0,1,1
1.595,124.350006,-4.680243,-0.285297,464,0,1,1
1.599,125.380005,-4.329822,-0.267726,464.079987,0,1,1
1.603,126.399002,-4.030509,-0.252112,465,0,1,1
1.606,127.284004,-3.797658,-0.238206,465,0,1,1
1.61,127.953003,-3.60079,-0.228244,465,0,1,1
1.613,128.860001,-3.487344,-0.221406,465,0,1,1
1.617,129.707001,-3.38765,-0.216154,465.230011,0,1,1
1.621,130.660004,-3.26962,-0.210571,466,0,1,1
1.625,131.748001,-3.138298,-0.203268,466,0,1,1
1.628,132.910004,-2.946243,-0.192388,466,0,1,1
1.632,133.940002,-2.65541,-0.175557,466.339996,0,1,1
1.636,134.970001,-2.275882,-0.153321,467,0,1,1
1.64,136,-1.84181,-0.1267,467,0,1,1
1.644,137.115997,-1.393298,-0.098199,467.429993,0,1,1
1.648,137.938004,-0.976414,-0.070195,468,0,1,1
1.652,138.345001,-0.60995,-0.044217,468,0,1,1
1.656,138.496002,-0.279697,-0.019604,468,0,1,1
1.66,138.070007,0.052389,0.005386,468,0,1,1
1.664,137.229996,0.429166,0.032918,468.570007,0,1,1
1.668,135.839996,0.926723,0.069723,469,0,1,1
1.671,133.498993,1.695403,0.122175,469,0,1,1
1.675,130.916,2.819317,0.19135,469,0,1,1
1.679,128.651001,4.260191,0.27454,469.690002,0,1,1
1.682,126.127998,5.91008,0.365976,470,0,1,1
1.686,124.200005,7.592514,0.455845,470,0,1,1
1.69,122.552002,9.125519,0.537008,470,0,1,1
1.693,121.228004,10.445615,0.605973,470,0,1,1
1.696,120.501999,11.479689,0.662637,470.829987,0,1,1
1.7,120.314003,12.293746,0.709557,471,0,1,1
1.703,120.122002,12.889165,0.748612,471,0,1,1
1.707,120.192001,13.43462,0.785513,471,0,1,1
1.71,120.389999,13.999328,0.822274,471,0,1,1
1.714,120.694008,14.543407,0.857785,471.980011,0,1,1
1.717,121.301003,15.038673,0.889926,472,0,1,1
1.721,121.403999,15.387259,0.912493,472,0,1,1
1.724,121.514,15.588483,0.924296,472.070007,0,1,1
1.728,121.720001,15.617361,0.925839,473,0,1,1
1.731,121.912003,15.457849,0.916088,473,0,1,1
1.734,122.074997,15.106282,0.893813,473,0,1,1
1.738,122.571999,14.434775,0.853758,473.179993,0,1,1
1.741,123.068001,13.437599,0.798699,474,0,1,1
1.745,124.012001,12.200698,0.732182,474,0,1,1
1.749,125.459,10.848976,0.660113,474,0,1,1
1.752,127.090004,9.514214,0.588121,474.299988,0,1,1
1.756,128.462006,8.316045,0.522165,475,0,1,1
1.76,129.724014,7.370435,0.468458,475,0,1,1
1.763,130.528,6.78831,0.434132,475,0,1,1
1.767,131.146011,6.372801,0.408792,475,0,1,1
1.771,131.720001,5.971501,0.384127,475,0,1,1
1.775,132.281998,5.580973,0.360138,475,0,1,1
1.778,133.300003,4.882423,0.314519,475.5,0,1,1
1.782,134.848007,3.491511,0.221272,476,0,1,1
1.786,136.272003,2.114808,0.132563,476,0,1,1
1.79,137.507996,1.028938,0.065415,476,0,1,1
1.794,138.682007,-0.08535,-0.004436,476.619995,0,1,1
1.798,139.675995,-1.251434,-0.081169,477,0,1,1
1.802,140.603012,-2.439978,-0.16513,477,0,1,1
1.806,141.460007,-3.507971,-0.242883,477,0,1,1
1.81,142.35701,-4.489562,-0.308687,477.730011,0,1,1
1.814,143.208008,-5.178716,-0.357002,478,0,1,1
1.818,144.111008,-5.551597,-0.388244,478,0,1,1
1.823,145.12001,-5.708128,-0.40484,478,0,1,1
1.827,146.235016,-5.767716,-0.409958,478.850006,0,1,1
1.831,147.192001,-5.633415,-0.403145,479,0,1,1
1.835,148.020004,-5.325393,-0.383796,479,0,1,1
1.839,148.936996,-4.845713,-0.351528,479,0,1,1
1.844,149.864014,-4.195979,-0.306425,479.959991,0,1,1
1.848,150.692001,-3.330812,-0.247224,480,0,1,1
1.852,151.618011,-2.316219,-0.173135,480.019989,0,1,1
1.857,152.539993,-1.256247,-0.09649,481,0,1,1
1.861,153.356003,-0.254029,-0.02353,481,0,1,1
1.866,154.098999,0.578135,0.041369,481,0,1,1
1.87,154.914001,1.224202,0.091685,481.140015,0,1,1
1.874,154.951996,1.58127,0.12048,482,0,1,1
1.879,154.643005,1.683714,0.129804,482,0,1,1
1.883,154.158005,1.577603,0.121984,482,0,1,1
1.888,152.925003,1.301437,0.099263,482.25,0,1,1
1.892,151.268005,0.842383,0.063528,483,0,1,1
1.896,149.001007,0.207317,0.017049,483,0,1,1
1.9,146.082001,-0.477253,-0.031968,483.339996,0,1,1
1.904,143.375,-1.144864,-0.078658,484,0,1,1
1.908,140.639999,-1.75472,-0.119179,484,0,1,1
1.912,137.997009,-2.271986,-0.151173,484,0,1,1
1.916,135.764999,-2.664577,-0.173734,484.450012,0,1,1
1.92,133.587997,-2.940055,-0.189361,485,0,1,1
1.924,131.783997,-3.129131,-0.199883,485,0,1,1
1.928,130.352005,-3.281996,-0.208073,485.540009,0,1,1
1.931,128.945007,-3.462822,-0.218856,486,0,1,1
1.935,127.640007,-3.812784,-0.239251,486,0,1,1
1.939,126.507004,-4.391243,-0.270875,486.630005,0,1,1
1.942,125.307999,-5.142963,-0.310529,487,0,1,1
1.946,124.002998,-5.913935,-0.352541,487,0,1,1
1.949,123.173996,-6.548085,-0.388263,487,0,1,1
1.953,122.704002,-6.985595,-0.413724,487.73999,0,1,1
1.956,122.369003,-7.204465,-0.429173,488,0,1,1
1.96,122.419998,-7.278033,-0.438733,488,0,1,1
1.963,122.574501,-7.306222,-0.44568,488.829987,0,1,1
1.967,122.685997,-7.388958,-0.456629,489,0,1,1
1.97,122.789001,-7.64656,-0.476953,489,0,1,1
1.974,122.753998,-8.077423,-0.505652,489,0,1,1
1.977,122.702507,-8.613025,-0.541246,489.950012,0,1,1
1.981,122.602997,-9.217381,-0.580091,490,0,1,1
1.984,122,-9.808215,-0.617565,490,0,1,1
1.988,121.273003,-10.373381,-0.650834,491,0,1,1
1.991,120.334,-10.884459,-0.676556,491,0,1,1
1.995,119.174004,-11.245651,-0.692419,491,0,1,1
1.998,117.720001,-11.398746,-0.693483,491.119995,0,1,1
2.001,116.145004,-11.246339,-0.675626,492,0,1,1
2.004,114.358002,-10.863374,-0.643708,492,0,1,1
2.008,112.422005,-10.315167,-0.602327,492,0,1,1
2.011,110.585999,-9.644808,-0.555439,492,0,1,1
2.014,108.680008,-8.924943,-0.50671,492.26001,0,1,1
2.017,106.504005,-8.306836,-0.464557,493,0,1,1
2.02,104.064003,-7.931664,-0.433685,493,0,1,1
2.023,101.730003,-7.775361,-0.413176,493,0,1,1
2.026,99.426003,-7.762985,-0.401156,493,0,1,1
2.029,97.056999,-7.847782,-0.394585,493,0,1,1
2.031,94.688004,-7.979333,-0.38999,493,0,1,1
2.034,92.272003,-8.108134,-0.385695,493.470001,0,1,1
2.036,89.725998,-8.270854,-0.382731,494,0,1,1
2.039,86.944,-8.495453,-0.382419,494,0,1,1
2.041,84.224998,-8.881168,-0.388639,494,0,1,1
2.044,81.533997,-9.562988,-0.405426,494,0,1,1
2.046,78.814003,-10.584916,-0.433698,494,0,1,1
2.048,76.391998,-11.917616,-0.472638,494,0,1,1
2.05,74.125999,-13.541837,-0.521285,494,0,1,1
2.052,71.860001,-15.489664,-0.578498,494,0,1,1
2.054,70.031998,-17.760868,-0.642886,494,0,1,1
2.056,68.080002,-20.330469,-0.71064,494.76001,0,1,1
2.058,65.650002,-23.145298,-0.778247,495,0,1,1
2.06,63.075001,-26.160202,-0.84342,495,0,1,1
2.062,60.500004,-29.263111,-0.898115,495,0,1,1
2.063,57.577,-32.099941,-0.937877,495,0,1,1
2.065,55.130001,-34.349144,-0.960381,495.899994,0,1,1
2.066,53.226002,-35.753574,-0.964728,496,0,1,1
2.068,51.563999,-36.085434,-0.951446,496,0,1,1
2.069,50.411003,-35.051819,-0.921231,496,0,1,1
2.071,49.890003,-33.352654,-0.88185,497,0,1,1
2.072,49.376003,-31.389013,-0.838997,497,0,1,1
2.074,48.771999,-29.417351,-0.797208,497,0,1,1
2.075,48.300003,-27.670746,-0.759433,497,0,1,1
2.076,47.244003,-26.635527,-0.731959,497,0,1,1
2.078,46.007999,-26.057297,-0.716376,497,0,1,1
2.079,44.810001,-26.240185,-0.715707,497,0,1,1
2.08,43.757999,-27.47365,-0.733698,497,0,1,1
2.081,42.600002,-29.747147,-0.77116,497.25,0,1,1
2.082,41.392002,-32.864037,-0.824619,498,0,1,1
2.084,40.300003,-36.954956,-0.884157,498,0,1,1
2.085,39.27,-40.987659,-0.934175,498.329987,0,1,1
2.086,38.240002,-44.81181,-0.9775,499,0,1,1
2.087,37.366001,-48.725342,-1.020576,499.390015,0,1,1
2.088,36.748001,-52.775921,-1.063245,500,0,1,1
2.089,36.265003,-57.060043,-1.109642,500.450012,0,1,1
2.09,36.004002,-61.487171,-1.159621,501,0,1,1
2.091,35.951,-64.707428,-1.196497,501.51001,0,1,1
2.092,36.431999,-65.949829,-1.209052,502.540009,0,1,1
2.093,37.528,-65.258614,-1.201073,503,0,1,1
2.094,39.044003,-62.946842,-1.179302,503.589996,0,1,1
2.095,40.692001,-59.664253,-1.149488,504.619995,0,1,1
2.097,42.535,-55.980595,-1.116494,505,0,1,1
2.098,44.764,-51.915569,-1.079548,505.679993,0,1,1
2.099,47.132999,-47.234505,-1.030863,506,0,1,1
2.101,49.798,-41.856266,-0.964957,506.73999,0,1,1
2.102,52.887001,-35.791164,-0.879339,507,0,1,1
2.104,56.400002,-29.210857,-0.772945,507,0,1,1
2.106,59.723999,-22.820774,-0.651586,507,0,1,1
2.107,63.105003,-17.280729,-0.529456,507,0,1,1
2.109,66.328003,-12.749092,-0.416987,507.880005,0,1,1
2.111,69.157005,-9.130062,-0.316488,508,0,1,1
2.113,71.656006,-6.302172,-0.22755,508,0,1,1
2.115,74.030998,-4.007132,-0.14515,508,0,1,1
2.118,76,-1.695132,-0.057996,508,0,1,1
2.12,77.851006,0.76469,0.039444,508,0,1,1
2.122,79.584,3.391816,0.147018,508,0,1,1
2.124,81.026001,6.130096,0.264381,508.089996,0,1,1
2.127,82.454002,8.824143,0.385733,509,0,1,1
2.129,83.868004,11.374722,0.505894,509,0,1,1
2.132,85.07,13.747455,0.621109,509,0,1,1
2.134,86.120003,15.919882,0.72999,509.200012,0,1,1
2.136,86.969337,17.976112,0.830852,510,0,1,1
2.139,86.832001,19.953047,0.921747,510,0,1,1
2.141,86.694664,21.892395,1.00226,510,0,1,1
2.144,86.312004,23.707525,1.068102,510,0,1,1
2.146,85.139999,25.207529,1.11302,510,0,1,1
2.149,83.841003,26.102945,1.12889,510,0,1,1
2.151,83,26.178118,1.111618,510,0,1,1
2.153,82.098999,25.540302,1.070906,510,0,1,1
2.156,81.516006,24.456495,1.018378,510,0,1,1
2.158,81.202003,23.26268,0.965079,510,0,1,1
2.16,80.996002,22.332426,0.925801,510.519989,0,1,1
2.163,80.845001,21.939377,0.910192,511,0,1,1
2.165,80.829002,22.113785,0.917056,511,0,1,1
2.167,80.880501,22.724787,0.941753,511,0,1,1
2.17,81.089005,23.559473,0.977124,511,0,1,1
2.172,81.266006,24.471622,1.015854,511,0,1,1
2.174,81.714005,25.265739,1.049747,511,0,1,1
2.177,82.043999,25.882013,1.075291,511,0,1,1
2.179,82.0625,26.328232,1.09253,511,0,1,1
2.181,82.011002,26.640152,1.101663,511,0,1,1
2.184,81.878502,26.830603,1.103206,511,0,1,1
2.186,81.724007,26.880335,1.099458,511,0,1,1
2.188,81.787003,26.784307,1.091536,511,0,1,1
2.191,82.245003,26.483847,1.079682,511,0,1,1
2.193,82.668007,25.963602,1.062519,511,0,1,1
2.195,83.650002,25.159399,1.040557,511,0,1,1
2.198,85.268005,24.198435,1.016989,511,0,1,1
2.2,86.713005,23.278036,0.99662,511,0,1,1
2.203,88.059998,22.483685,0.981171,511,0,1,1
2.205,89.584,21.916,0.973963,511,0,1,1
2.208,90.810005,21.66321,0.976187,511,0,1,1
2.211,91.956001,21.474363,0.980534,511,0,1,1
2.213,93.223999,21.267181,0.982344,511,0,1,1
2.216,94.652,20.922031,0.978137,511,0,1,1
2.219,96.094002,20.321342,0.963645,511,0,1,1
2.222,97.608002,19.451136,0.936253,511,0,1,1
2.224,99.359001,18.392769,0.89874,511,0,1,1
2.227,101.049995,17.191849,0.853885,511,0,1,1
2.23,102.595001,15.9483,0.804467,511,0,1,1
2.233,104.139999,14.720796,0.751888,511,0,1,1
2.236,105.607002,13.457538,0.69451,511,0,1,1
2.239,106.945999,12.077856,0.629713,511,0,1,1
2.242,108.360008,10.54783,0.555108,511,0,1,1
2.246,109.858002,8.787704,0.466463,511,0,1,1
2.249,111.300003,6.727347,0.359769,511.5,0,1,1
2.252,112.636002,4.363323,0.234497,512,0,1,1
2.255,113.928001,1.820537,0.097256,512,0,1,1
2.259,115.326004,-0.762586,-0.04576,512,0,1,1
2.262,116.706001,-3.23616,-0.187806,512,0,1,1
2.265,118.044998,-5.405607,-0.317928,512,0,1,1
2.269,119.519997,-7.155191,-0.428561,512,0,1,1
2.272,120.840004,-8.472077,-0.518334,512.700012,0,1,1
2.276,122.003006,-9.458482,-0.590454,513,0,1,1
2.279,123.288002,-10.233579,-0.648208,513,0,1,1
2.283,123.758003,-10.892938,-0.696147,513,0,1,1
2.286,123.718002,-11.586676,-0.74053,513,0,1,1
2.29,123.360001,-12.372773,-0.784512,513,0,1,1
2.293,122.508003,-13.276214,-0.830176,513.880005,0,1,1
2.297,121.035004,-14.280266,-0.877287,514,0,1,1
2.3,120.054001,-15.338403,-0.92515,514,0,1,1
2.303,118.752007,-16.390354,-0.971993,514,0,1,1
2.307,117.908005,-17.429928,-1.017364,514,0,1,1
2.31,117.601997,-18.3242,-1.058657,515,0,1,1
2.314,117.717506,-19.001896,-1.094378,515,0,1,1
2.317,118.078003,-19.524662,-1.121891,515,0,1,1
2.32,118.477005,-19.77516,-1.139667,515,0,1,1
2.324,119.183998,-19.729094,-1.145817,515.140015,0,1,1
2.327,119.802002,-19.540247,-1.145052,516,0,1,1
2.331,120.5,-19.323898,-1.142209,516,0,1,1
2.334,121.520004,-18.996624,-1.132968,516,0,1,1
2.338,122.550003,-18.580198,-1.119616,516.25,0,1,1
2.341,123.580002,-17.825041,-1.090688,517,0,1,1
2.345,124.640999,-16.866596,-1.045974,517,0,1,1
2.348,125.774002,-15.820604,-0.988908,517,0,1,1
2.352,126.944,-14.56216,-0.917419,517.369995,0,1,1
2.356,128.100006,-13.094701,-0.834893,518,0,1,1
2.359,129.087006,-11.6332,-0.750377,518,0,1,1
2.363,130.014008,-10.324794,-0.671407,518,0,1,1
2.367,130.94101,-9.255654,-0.60538,518.48999,0,1,1
2.37,131.706009,-8.460847,-0.554674,519,0,1,1
2.374,132.432007,-7.850532,-0.515199,519,0,1,1
2.378,133.313004,-7.372914,-0.48404,519,0,1,1
2.382,134.240005,-6.96176,-0.457343,519,0,1,1
2.386,135.167007,-6.531584,-0.430537,519,0,1,1
2.39,136.291992,-6.037694,-0.400442,519.659973,0,1,1
2.394,137.459,-5.486738,-0.365855,520,0,1,1
2.398,138.447998,-4.854192,-0.325162,520,0,1,1
2.402,139.375,-4.141662,-0.279147,520,0,1,1
2.406,140.37001,-3.346396,-0.226453,520,0,1,1
2.41,141.240005,-2.446853,-0.167233,520.799988,0,1,1
2.414,142.230011,-1.507202,-0.102609,521,0,1,1
2.418,143.26001,-0.503838,-0.033676,521,0,1,1
2.422,144.201004,0.511214,0.037609,521,0,1,1
2.426,145.312012,1.505181,0.109161,521,0,1,1
2.43,146.540009,2.409537,0.175264,521.950012,0,1,1
2.434,147.677994,3.1718,0.234038,522,0,1,1
2.439,148.813004,3.763551,0.281404,522,0,1,1
2.443,150.115005,4.177456,0.316029,522.030029,0,1,1
2.447,150.630005,4.356677,0.334225,523,0,1,1
2.452,151.118011,4.367907,0.337845,523,0,1,1
2.456,151.251999,4.236126,0.33021,523,0,1,1
2.46,150.810013,3.993192,0.313499,523.150024,0,1,1
